Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,First Response Time
4401,69,Other,Nintendo Switch,2021-02-09,Product inquiry,Product recommendation,High,Chat,2023-06-01 14:51:52
4402,54,Female,Garmin Forerunner,2021-08-19,Billing inquiry,Account access,High,Phone,2023-06-01 21:44:53
4405,19,Other,LG Smart TV,2020-01-13,Product inquiry,Software bug,High,Chat,2023-05-31 23:53:55
4406,51,Female,Amazon Kindle,2021-07-10,Refund request,Refund request,Medium,Chat,2023-06-01 22:57:57
4407,41,Male,Lenovo ThinkPad,2020-07-25,Product inquiry,Hardware issue,High,Social media,2023-06-01 00:59:58
4408,46,Other,Canon DSLR Camera,2021-09-27,Technical issue,Product recommendation,High,Chat,2023-06-01 13:50:59
4409,48,Male,Adobe Photoshop,2020-08-29,Cancellation request,Peripheral compatibility,Low,Chat,2023-06-01 18:51:00
4411,63,Female,GoPro Action Camera,2020-08-04,Technical issue,Product setup,High,Email,2023-06-01 08:11:03
4412,49,Other,Microsoft Surface,2020-06-18,Refund request,Hardware issue,Low,Email,2023-06-01 19:29:04
4413,61,Male,Philips Hue Lights,2021-06-29,Refund request,Refund request,Medium,Email,2023-06-01 14:00:06
4416,43,Male,Dell XPS,2020-07-19,Refund request,Peripheral compatibility,Medium,Phone,2023-06-01 14:38:10
4418,56,Female,Sony Xperia,2020-05-18,Refund request,Delivery problem,Low,Email,2023-06-01 06:40:12
4419,31,Female,Canon DSLR Camera,2020-12-08,Billing inquiry,Installation support,Medium,Social media,2023-06-01 21:22:13
4420,67,Other,Adobe Photoshop,2021-06-24,Billing inquiry,Software bug,Critical,Chat,2023-06-01 01:11:13
4421,65,Other,Sony Xperia,2021-02-04,Technical issue,Software bug,Medium,Chat,2023-06-01 13:51:14
4423,23,Male,Microsoft Xbox Controller,2020-02-15,Cancellation request,Refund request,High,Phone,2023-06-01 10:09:17
4424,31,Female,Microsoft Xbox Controller,2020-12-09,Cancellation request,Installation support,Critical,Social media,2023-06-01 04:05:18
4425,42,Female,MacBook Pro,2021-06-13,Product inquiry,Account access,Medium,Social media,2023-06-01 07:05:20
4426,45,Male,HP Pavilion,2020-04-02,Billing inquiry,Installation support,Critical,Chat,2023-06-01 03:35:22
4427,56,Female,Microsoft Surface,2021-01-18,Technical issue,Refund request,Low,Chat,2023-06-01 10:49:23
4428,34,Male,LG Smart TV,2020-04-04,Refund request,Account access,Medium,Social media,2023-06-01 15:59:24
4432,63,Male,Sony 4K HDR TV,2020-10-21,Cancellation request,Product setup,Medium,Social media,2023-06-01 00:49:28
4433,58,Other,Nintendo Switch,2020-06-20,Technical issue,Payment issue,Critical,Social media,2023-06-01 21:21:30
4434,37,Male,LG Washing Machine,2020-01-05,Technical issue,Installation support,High,Chat,2023-06-01 15:56:31
4437,47,Other,LG Washing Machine,2020-07-21,Technical issue,Software bug,Low,Chat,2023-06-01 10:30:34
4438,19,Male,Samsung Galaxy,2021-10-21,Product inquiry,Software bug,Critical,Phone,2023-06-01 12:36:36
4439,61,Male,Philips Hue Lights,2021-03-30,Product inquiry,Installation support,Medium,Phone,2023-06-01 20:51:38
4440,48,Female,Bose QuietComfort,2020-07-23,Product inquiry,Network problem,Critical,Chat,2023-06-01 02:31:39
4441,54,Male,iPhone,2021-11-21,Refund request,Installation support,High,Social media,2023-06-01 16:57:41
4442,23,Other,Microsoft Xbox Controller,2021-09-01,Cancellation request,Delivery problem,Medium,Social media,2023-05-31 23:55:42
4443,24,Male,Fitbit Charge,2020-01-31,Billing inquiry,Product setup,Medium,Email,2023-06-01 08:18:44
4444,65,Male,Adobe Photoshop,2021-06-04,Billing inquiry,Payment issue,Critical,Email,2023-06-01 01:16:46
4446,20,Male,Garmin Forerunner,2021-01-19,Technical issue,Refund request,Low,Chat,2023-06-01 10:08:49
4448,54,Male,GoPro Action Camera,2021-08-28,Billing inquiry,Payment issue,Medium,Chat,2023-06-01 21:41:52
4449,36,Other,Bose QuietComfort,2021-11-19,Product inquiry,Network problem,Critical,Chat,2023-06-01 19:03:53
4451,56,Female,Samsung Galaxy,2020-09-25,Technical issue,Payment issue,Medium,Social media,2023-06-01 04:22:56
4453,45,Male,Canon DSLR Camera,2021-11-04,Billing inquiry,Battery life,Critical,Phone,2023-06-01 15:51:59
4454,48,Male,Dell XPS,2021-07-29,Cancellation request,Refund request,High,Email,2023-06-01 02:30:00
4455,31,Other,Bose QuietComfort,2021-08-04,Product inquiry,Installation support,Low,Social media,2023-06-01 08:41:02
4457,38,Female,Bose SoundLink Speaker,2020-01-13,Refund request,Refund request,Critical,Social media,2023-06-01 14:42:05
4458,66,Female,Samsung Soundbar,2020-03-22,Product inquiry,Payment issue,Low,Email,2023-06-01 14:33:06
4460,56,Other,GoPro Hero,2020-01-02,Technical issue,Product compatibility,Medium,Social media,2023-06-01 20:04:09
4461,44,Female,Samsung Soundbar,2021-11-16,Billing inquiry,Display issue,Low,Social media,2023-06-01 15:40:11
4462,34,Male,Nikon D,2020-10-29,Technical issue,Cancellation request,High,Phone,2023-06-01 19:33:13
4463,66,Other,LG OLED,2021-07-31,Product inquiry,Product compatibility,Low,Email,2023-06-01 22:16:14
4465,69,Male,LG Smart TV,2020-04-29,Billing inquiry,Hardware issue,Low,Email,2023-06-01 10:47:17
4468,40,Female,Sony 4K HDR TV,2021-03-03,Cancellation request,Hardware issue,Critical,Chat,2023-06-01 05:50:21
4469,53,Female,Asus ROG,2020-10-08,Cancellation request,Product setup,Medium,Phone,2023-06-01 07:14:22
4470,30,Female,Roomba Robot Vacuum,2021-04-29,Billing inquiry,Network problem,Critical,Chat,2023-06-01 04:06:23
4471,18,Female,Roomba Robot Vacuum,2021-09-11,Technical issue,Hardware issue,High,Email,2023-06-01 21:24:24
4474,21,Male,Google Nest,2021-06-05,Technical issue,Hardware issue,High,Email,2023-06-01 08:46:28
4475,27,Male,Nikon D,2021-04-19,Billing inquiry,Account access,High,Email,2023-06-01 12:14:29
4476,60,Male,Canon DSLR Camera,2021-03-25,Product inquiry,Data loss,High,Social media,2023-06-01 22:53:31
4478,21,Male,Adobe Photoshop,2021-02-17,Product inquiry,Refund request,Low,Chat,2023-06-01 02:42:34
4481,20,Other,Microsoft Surface,2021-09-24,Technical issue,Hardware issue,High,Chat,2023-06-01 17:37:38
4482,27,Female,Microsoft Office,2020-04-20,Refund request,Product compatibility,Critical,Email,2023-06-01 23:00:39
4483,53,Male,Apple AirPods,2020-08-05,Billing inquiry,Battery life,Medium,Phone,2023-06-01 07:19:40
4484,39,Male,Microsoft Office,2021-08-25,Technical issue,Display issue,Low,Email,2023-06-01 05:49:41
4485,18,Male,Autodesk AutoCAD,2020-12-15,Technical issue,Cancellation request,High,Social media,2023-06-01 20:26:42
4486,44,Male,Microsoft Xbox Controller,2021-02-06,Cancellation request,Software bug,High,Email,2023-06-01 01:03:44
4487,33,Female,PlayStation,2020-02-21,Billing inquiry,Account access,Medium,Phone,2023-06-01 15:45:46
4489,24,Female,Bose SoundLink Speaker,2021-07-13,Billing inquiry,Delivery problem,Medium,Social media,2023-06-01 00:29:49
4491,32,Other,GoPro Action Camera,2020-09-28,Technical issue,Network problem,Critical,Phone,2023-06-01 23:12:51
4493,49,Male,Canon EOS,2020-11-13,Product inquiry,Data loss,Critical,Phone,2023-06-01 09:22:53
4494,31,Male,Dyson Vacuum Cleaner,2021-08-27,Cancellation request,Product compatibility,Low,Email,2023-06-01 10:15:55
4495,22,Male,Dell XPS,2020-10-12,Cancellation request,Data loss,Medium,Phone,2023-06-01 07:29:56
4496,26,Female,Nikon D,2021-03-08,Refund request,Refund request,Low,Social media,2023-06-01 12:43:58
4497,56,Female,Roomba Robot Vacuum,2021-06-24,Technical issue,Delivery problem,High,Email,2023-06-01 20:37:59
4498,67,Other,Samsung Soundbar,2021-11-01,Product inquiry,Software bug,High,Email,2023-06-01 18:23:01
4499,40,Female,Asus ROG,2020-11-04,Technical issue,Product recommendation,Medium,Social media,2023-06-01 15:34:03
4501,61,Male,Microsoft Office,2021-03-10,Billing inquiry,Installation support,Low,Email,2023-06-01 04:43:05
4503,55,Female,Google Pixel,2020-03-18,Billing inquiry,Display issue,Critical,Chat,2023-06-01 07:21:08
4504,51,Female,Dell XPS,2020-01-01,Billing inquiry,Refund request,Low,Chat,2023-06-01 14:28:08
4505,52,Female,Nest Thermostat,2021-04-06,Product inquiry,Peripheral compatibility,Low,Phone,2023-06-01 07:05:09
4506,58,Female,Nintendo Switch,2021-11-17,Refund request,Payment issue,High,Social media,2023-06-01 07:15:10
4507,69,Other,Autodesk AutoCAD,2021-09-06,Product inquiry,Hardware issue,Critical,Chat,2023-06-01 09:49:11
4508,39,Male,iPhone,2021-05-19,Cancellation request,Product recommendation,Low,Chat,2023-06-01 17:34:13
4512,31,Male,Bose QuietComfort,2021-11-21,Technical issue,Peripheral compatibility,Low,Phone,2023-06-01 13:45:19
4513,51,Male,GoPro Hero,2020-02-29,Cancellation request,Refund request,Low,Email,2023-05-31 23:54:21
4514,29,Female,Sony PlayStation,2021-07-28,Refund request,Software bug,Critical,Phone,2023-06-01 17:46:23
4515,32,Other,Roomba Robot Vacuum,2021-06-09,Cancellation request,Hardware issue,Critical,Chat,2023-06-01 23:07:24
4517,43,Female,GoPro Action Camera,2020-10-07,Product inquiry,Product recommendation,Critical,Email,2023-06-01 14:49:27
4518,67,Male,Philips Hue Lights,2020-02-16,Billing inquiry,Account access,Low,Chat,2023-06-01 15:45:29
4519,41,Male,Microsoft Surface,2021-04-24,Cancellation request,Network problem,High,Social media,2023-06-01 02:35:30
4520,43,Other,Autodesk AutoCAD,2020-04-26,Billing inquiry,Software bug,Critical,Phone,2023-06-01 12:40:32
4521,46,Other,Sony PlayStation,2021-08-05,Refund request,Installation support,Low,Social media,2023-06-01 19:48:33
4525,63,Male,Adobe Photoshop,2020-06-08,Cancellation request,Cancellation request,Medium,Chat,2023-06-01 08:41:39
4526,18,Male,HP Pavilion,2020-03-22,Refund request,Product compatibility,Critical,Email,2023-06-01 04:20:39
4529,63,Female,Fitbit Versa Smartwatch,2020-03-30,Billing inquiry,Installation support,Low,Email,2023-06-01 04:43:42
4530,26,Female,MacBook Pro,2021-06-26,Technical issue,Network problem,Critical,Social media,2023-06-01 07:34:44
4531,63,Male,Fitbit Charge,2020-04-10,Refund request,Peripheral compatibility,Critical,Email,2023-06-01 19:53:46
4532,50,Female,Adobe Photoshop,2021-05-26,Technical issue,Display issue,High,Social media,2023-06-01 10:03:47
4533,61,Female,Sony 4K HDR TV,2021-11-17,Product inquiry,Network problem,High,Social media,2023-06-01 03:24:48
4535,64,Female,Sony PlayStation,2021-12-14,Cancellation request,Delivery problem,Low,Phone,2023-05-31 23:32:50
4536,51,Female,Philips Hue Lights,2020-11-20,Cancellation request,Peripheral compatibility,Low,Email,2023-06-01 14:34:51
4538,23,Male,Sony PlayStation,2021-06-13,Refund request,Cancellation request,Critical,Email,2023-06-01 03:59:54
4541,66,Female,Nintendo Switch Pro Controller,2021-12-23,Refund request,Battery life,Low,Social media,2023-06-01 12:14:58
4542,22,Other,HP Pavilion,2020-03-12,Cancellation request,Payment issue,Critical,Chat,2023-06-01 17:46:59
4543,60,Male,Amazon Echo,2020-11-09,Cancellation request,Delivery problem,Medium,Social media,2023-06-01 12:27:00
4545,19,Other,Canon EOS,2021-03-19,Technical issue,Delivery problem,Low,Email,2023-06-01 11:51:02
4546,56,Other,Lenovo ThinkPad,2021-03-23,Technical issue,Software bug,Low,Email,2023-06-01 15:46:04
4547,70,Female,Microsoft Xbox Controller,2021-08-21,Billing inquiry,Payment issue,Medium,Chat,2023-06-01 06:17:05
4550,48,Female,Canon DSLR Camera,2020-12-25,Cancellation request,Installation support,Low,Phone,2023-06-01 12:12:09
4551,28,Other,GoPro Action Camera,2020-03-30,Billing inquiry,Hardware issue,Low,Chat,2023-06-01 04:55:10
4552,25,Male,GoPro Hero,2020-02-28,Refund request,Display issue,Medium,Phone,2023-06-01 13:27:10
4553,50,Female,Microsoft Surface,2021-12-19,Billing inquiry,Battery life,Medium,Phone,2023-05-31 23:49:11
4556,44,Male,GoPro Action Camera,2020-07-08,Cancellation request,Display issue,Critical,Email,2023-06-01 00:31:15
4558,35,Other,LG Smart TV,2021-12-05,Refund request,Peripheral compatibility,Low,Phone,2023-06-01 06:54:18
4559,47,Other,Garmin Forerunner,2020-10-17,Product inquiry,Installation support,High,Social media,2023-06-01 06:40:19
4562,57,Male,Google Nest,2020-05-24,Refund request,Delivery problem,Low,Email,2023-06-01 07:25:24
4563,48,Other,Google Pixel,2020-11-10,Product inquiry,Hardware issue,Critical,Email,2023-06-01 23:22:25
4565,61,Other,Canon DSLR Camera,2020-10-21,Product inquiry,Data loss,Medium,Social media,2023-06-01 12:38:28
4569,56,Female,LG Smart TV,2020-08-04,Refund request,Account access,Critical,Social media,2023-06-01 16:59:32
4571,36,Other,LG OLED,2021-12-04,Billing inquiry,Software bug,Critical,Phone,2023-06-01 21:34:35
4572,52,Male,Xbox,2020-06-14,Cancellation request,Hardware issue,Low,Email,2023-06-01 02:56:37
4573,41,Other,Sony PlayStation,2021-08-15,Cancellation request,Peripheral compatibility,Low,Social media,2023-06-01 16:40:39
4574,62,Male,Samsung Soundbar,2021-05-03,Technical issue,Software bug,High,Phone,2023-06-01 08:34:40
4576,32,Other,Canon DSLR Camera,2021-08-14,Refund request,Display issue,Low,Social media,2023-06-01 13:34:41
4577,51,Other,Fitbit Versa Smartwatch,2021-04-24,Billing inquiry,Software bug,Critical,Phone,2023-06-01 14:01:43
4578,47,Male,Fitbit Charge,2021-04-03,Product inquiry,Product compatibility,Medium,Social media,2023-06-01 01:44:45
4579,44,Male,Xbox,2021-03-10,Refund request,Hardware issue,High,Chat,2023-06-01 02:04:46
4580,43,Other,Xbox,2020-01-03,Technical issue,Delivery problem,High,Social media,2023-06-01 12:25:48
4581,60,Other,Autodesk AutoCAD,2021-04-10,Product inquiry,Product setup,Medium,Phone,2023-06-01 18:29:48
4583,29,Other,Amazon Kindle,2021-02-04,Billing inquiry,Product compatibility,Medium,Chat,2023-06-01 19:25:52
4584,36,Other,Amazon Kindle,2020-09-11,Cancellation request,Product recommendation,Low,Phone,2023-06-01 15:38:52
4585,59,Female,Nikon D,2021-05-06,Cancellation request,Peripheral compatibility,Low,Email,2023-06-01 21:27:54
4587,53,Female,MacBook Pro,2021-10-29,Refund request,Product setup,Low,Social media,2023-06-01 08:52:57
4588,32,Other,Canon EOS,2021-03-05,Cancellation request,Peripheral compatibility,High,Email,2023-06-01 21:33:59
4589,45,Other,Fitbit Versa Smartwatch,2020-07-30,Cancellation request,Delivery problem,Medium,Chat,2023-06-01 18:07:00
4590,23,Female,iPhone,2020-04-11,Refund request,Software bug,Critical,Phone,2023-06-01 19:57:02
4591,62,Other,Microsoft Office,2021-02-21,Refund request,Battery life,Critical,Social media,2023-06-01 04:53:03
4592,34,Male,Fitbit Charge,2021-08-28,Technical issue,Battery life,Low,Phone,2023-06-01 13:32:05
4593,49,Female,Fitbit Charge,2020-05-10,Cancellation request,Delivery problem,High,Phone,2023-06-01 07:53:07
4594,49,Male,Nest Thermostat,2020-10-05,Technical issue,Battery life,Low,Social media,2023-06-01 03:10:07
4596,56,Female,Samsung Galaxy,2021-08-14,Refund request,Network problem,Critical,Email,2023-06-01 16:01:09
4598,38,Other,Sony Xperia,2020-05-16,Refund request,Product recommendation,Critical,Social media,2023-06-01 21:09:13
4600,18,Female,Bose SoundLink Speaker,2021-04-04,Cancellation request,Battery life,Critical,Phone,2023-06-01 13:50:16
4601,42,Male,Canon DSLR Camera,2021-10-12,Billing inquiry,Hardware issue,High,Email,2023-06-01 21:47:18
4602,19,Female,Apple AirPods,2021-11-11,Billing inquiry,Peripheral compatibility,Low,Chat,2023-06-01 19:19:19
4603,26,Female,Microsoft Xbox Controller,2020-12-21,Cancellation request,Delivery problem,Medium,Social media,2023-06-01 15:19:21
4604,70,Male,GoPro Hero,2021-12-19,Cancellation request,Product compatibility,Low,Email,2023-06-01 00:44:23
4607,65,Male,Microsoft Xbox Controller,2021-08-17,Refund request,Display issue,High,Chat,2023-06-01 17:25:27
4608,43,Male,Samsung Galaxy,2020-05-19,Refund request,Account access,Medium,Email,2023-06-01 02:14:27
4609,57,Female,Nest Thermostat,2021-07-12,Cancellation request,Peripheral compatibility,High,Social media,2023-06-01 22:08:29
4610,59,Male,Adobe Photoshop,2020-11-07,Cancellation request,Battery life,Medium,Phone,2023-06-01 00:16:29
4611,54,Female,Sony PlayStation,2020-08-20,Product inquiry,Product compatibility,High,Chat,2023-06-01 11:40:30
4612,51,Female,Garmin Forerunner,2021-03-04,Refund request,Software bug,Low,Social media,2023-06-01 01:19:32
4614,43,Other,Dell XPS,2021-01-13,Cancellation request,Delivery problem,High,Chat,2023-06-01 19:53:35
4615,18,Other,Roomba Robot Vacuum,2020-11-30,Product inquiry,Peripheral compatibility,Medium,Social media,2023-06-01 21:14:37
4616,39,Other,Apple AirPods,2021-05-22,Product inquiry,Product recommendation,Low,Chat,2023-06-01 09:36:39
4617,66,Other,Fitbit Charge,2021-06-30,Product inquiry,Product setup,Medium,Chat,2023-06-01 10:50:40
4618,32,Male,Microsoft Surface,2021-07-16,Cancellation request,Battery life,Medium,Chat,2023-06-01 10:09:42
4620,49,Female,HP Pavilion,2020-07-27,Refund request,Account access,Low,Chat,2023-06-01 13:40:44
4621,34,Female,Samsung Soundbar,2020-08-12,Technical issue,Software bug,High,Phone,2023-06-01 06:54:46
4622,29,Female,Samsung Soundbar,2020-01-15,Refund request,Software bug,High,Chat,2023-06-01 09:59:47
4623,49,Other,Canon EOS,2020-12-16,Product inquiry,Delivery problem,High,Email,2023-06-01 17:46:49
4624,30,Other,Asus ROG,2021-04-24,Billing inquiry,Software bug,High,Email,2023-06-01 14:12:50
4626,28,Female,Fitbit Charge,2020-02-03,Refund request,Battery life,Medium,Email,2023-06-01 14:33:54
4628,19,Female,Bose SoundLink Speaker,2021-01-14,Product inquiry,Product setup,Medium,Social media,2023-06-01 10:16:56
4629,27,Female,GoPro Action Camera,2020-12-08,Billing inquiry,Hardware issue,High,Chat,2023-06-01 20:25:58
4630,63,Female,Amazon Echo,2020-01-20,Refund request,Display issue,Critical,Chat,2023-06-01 05:25:00
4632,39,Female,Adobe Photoshop,2020-03-07,Billing inquiry,Display issue,Medium,Phone,2023-06-01 10:07:02
4633,40,Male,Fitbit Versa Smartwatch,2020-03-31,Product inquiry,Peripheral compatibility,Medium,Phone,2023-06-01 18:32:04
4634,55,Other,iPhone,2020-03-04,Product inquiry,Data loss,High,Chat,2023-06-01 14:04:05
4635,68,Other,Dell XPS,2021-04-12,Refund request,Cancellation request,Low,Email,2023-06-01 06:07:06
4636,36,Female,GoPro Hero,2021-09-23,Product inquiry,Battery life,Medium,Phone,2023-06-01 14:24:07
4639,24,Other,Dyson Vacuum Cleaner,2021-12-27,Billing inquiry,Account access,High,Email,2023-06-01 01:13:13
4643,24,Other,Philips Hue Lights,2021-04-15,Product inquiry,Product recommendation,Low,Chat,2023-06-01 06:42:17
4644,54,Male,Lenovo ThinkPad,2020-07-13,Product inquiry,Product setup,Critical,Social media,2023-06-01 17:57:19
4647,48,Female,Apple AirPods,2021-02-01,Billing inquiry,Account access,High,Social media,2023-06-01 14:24:24
4650,22,Other,Fitbit Charge,2020-11-20,Cancellation request,Refund request,Low,Social media,2023-06-01 21:49:27
4651,21,Other,iPhone,2021-09-23,Cancellation request,Display issue,Low,Email,2023-06-01 17:52:29
4653,57,Male,HP Pavilion,2021-04-07,Billing inquiry,Delivery problem,High,Email,2023-06-01 09:17:32
4656,48,Other,iPhone,2020-10-09,Product inquiry,Product compatibility,Medium,Chat,2023-06-01 00:25:36
4660,62,Female,Sony PlayStation,2021-03-13,Refund request,Product compatibility,Low,Phone,2023-06-01 08:37:41
4661,37,Female,Nikon D,2020-11-04,Technical issue,Product compatibility,High,Social media,2023-06-01 17:01:43
4664,37,Other,GoPro Action Camera,2021-12-01,Billing inquiry,Network problem,Critical,Social media,2023-06-01 02:40:48
4665,66,Other,Sony Xperia,2020-05-13,Refund request,Data loss,Low,Chat,2023-06-01 05:32:50
4666,27,Male,Sony 4K HDR TV,2021-12-04,Billing inquiry,Software bug,High,Chat,2023-06-01 01:08:52
4667,35,Other,Roomba Robot Vacuum,2020-01-20,Billing inquiry,Network problem,Medium,Email,2023-06-01 14:58:53
4668,24,Male,Sony 4K HDR TV,2020-08-15,Technical issue,Hardware issue,Critical,Social media,2023-06-01 04:55:55
4670,48,Male,Garmin Forerunner,2021-01-06,Billing inquiry,Cancellation request,Critical,Phone,2023-06-01 12:40:58
4673,53,Female,Philips Hue Lights,2020-08-25,Technical issue,Battery life,Medium,Chat,2023-06-01 09:48:02
4675,59,Male,Amazon Kindle,2021-07-29,Product inquiry,Product recommendation,Medium,Chat,2023-06-01 05:55:04
4676,70,Female,PlayStation,2020-08-09,Cancellation request,Software bug,Critical,Phone,2023-06-01 18:35:06
4677,66,Female,Nintendo Switch,2021-05-19,Cancellation request,Installation support,Medium,Email,2023-06-01 20:37:06
4680,52,Female,Bose SoundLink Speaker,2021-10-01,Refund request,Display issue,High,Email,2023-06-01 11:00:10
4681,58,Male,Garmin Forerunner,2021-12-24,Cancellation request,Data loss,High,Chat,2023-06-01 15:04:11
4682,38,Female,Sony PlayStation,2020-11-12,Cancellation request,Display issue,High,Chat,2023-06-01 23:30:12
4683,26,Male,Google Nest,2020-01-06,Refund request,Product recommendation,Low,Phone,2023-06-01 09:21:14
4684,40,Female,Nintendo Switch,2021-04-08,Technical issue,Installation support,Low,Phone,2023-06-01 20:12:15
4686,52,Male,Nest Thermostat,2021-10-02,Product inquiry,Refund request,High,Phone,2023-06-01 13:48:18
4689,28,Other,Dyson Vacuum Cleaner,2021-05-07,Billing inquiry,Network problem,High,Phone,2023-06-01 01:21:24
4690,49,Female,Canon EOS,2020-06-24,Technical issue,Delivery problem,Critical,Phone,2023-06-01 07:25:26
4692,59,Male,Lenovo ThinkPad,2021-09-03,Technical issue,Refund request,High,Chat,2023-06-01 14:01:28
4693,35,Female,GoPro Hero,2021-10-01,Cancellation request,Refund request,Critical,Chat,2023-06-01 10:44:29
4694,35,Female,Sony Xperia,2021-09-12,Cancellation request,Display issue,Low,Email,2023-06-01 05:42:30
4696,56,Other,Google Pixel,2020-06-15,Cancellation request,Product recommendation,Low,Social media,2023-06-01 12:52:31
4697,37,Other,Asus ROG,2021-01-18,Cancellation request,Peripheral compatibility,Medium,Phone,2023-06-01 11:27:32
4700,44,Other,Fitbit Charge,2021-08-26,Product inquiry,Software bug,Medium,Chat,2023-06-01 08:55:36
4701,54,Male,Microsoft Xbox Controller,2021-02-17,Billing inquiry,Hardware issue,Critical,Social media,2023-06-01 11:30:38
4702,29,Female,GoPro Hero,2021-05-20,Cancellation request,Data loss,High,Chat,2023-06-01 08:42:40
4704,49,Female,LG OLED,2020-09-01,Technical issue,Refund request,High,Chat,2023-06-01 16:29:43
4705,54,Other,Xbox,2021-01-27,Refund request,Product compatibility,Low,Chat,2023-06-01 23:24:45
4706,32,Male,Nikon D,2021-12-17,Cancellation request,Installation support,High,Chat,2023-06-01 02:18:47
4707,38,Other,Bose QuietComfort,2020-08-26,Product inquiry,Payment issue,High,Phone,2023-06-01 02:26:47
4709,24,Other,Bose QuietComfort,2021-04-02,Billing inquiry,Product compatibility,Medium,Chat,2023-06-01 11:02:51
4710,39,Other,LG OLED,2020-12-25,Cancellation request,Product setup,Medium,Email,2023-06-01 16:50:53
4711,18,Male,iPhone,2021-12-04,Product inquiry,Installation support,Low,Email,2023-06-01 15:18:55
4712,36,Male,Adobe Photoshop,2021-08-16,Technical issue,Data loss,Critical,Email,2023-06-01 19:43:56
4713,53,Female,Asus ROG,2020-02-19,Refund request,Software bug,Low,Email,2023-06-01 08:56:58
4715,67,Other,Google Pixel,2021-02-17,Billing inquiry,Network problem,High,Email,2023-06-01 01:25:59
4718,21,Female,HP Pavilion,2020-04-25,Refund request,Network problem,Critical,Social media,2023-06-01 10:24:03
4719,58,Female,Apple AirPods,2020-02-26,Technical issue,Product recommendation,Medium,Email,2023-06-01 12:21:03
4722,34,Other,Philips Hue Lights,2021-03-11,Technical issue,Network problem,High,Email,2023-06-01 10:35:08
4725,26,Other,Garmin Forerunner,2020-01-09,Technical issue,Peripheral compatibility,Critical,Email,2023-06-01 05:13:12
4728,26,Male,Microsoft Office,2021-08-19,Product inquiry,Product setup,Medium,Social media,2023-06-01 03:30:15
4730,33,Other,Sony 4K HDR TV,2021-12-25,Refund request,Delivery problem,Low,Phone,2023-06-01 20:00:18
4731,31,Other,Samsung Galaxy,2020-09-04,Refund request,Product setup,Critical,Social media,2023-06-01 21:34:19
4732,42,Male,Fitbit Charge,2020-08-19,Technical issue,Data loss,Medium,Email,2023-06-01 19:14:22
4734,56,Other,iPhone,2020-09-09,Refund request,Product recommendation,High,Email,2023-06-01 20:13:23
4736,41,Male,Bose SoundLink Speaker,2020-02-01,Technical issue,Peripheral compatibility,Critical,Email,2023-06-01 20:56:26
4738,67,Female,Amazon Echo,2020-01-21,Billing inquiry,Battery life,Medium,Email,2023-06-01 18:22:29
4739,29,Other,iPhone,2020-02-24,Technical issue,Payment issue,Medium,Social media,2023-06-01 21:05:31
4744,66,Female,Sony 4K HDR TV,2020-08-04,Product inquiry,Data loss,High,Phone,2023-06-01 11:05:39
4746,30,Male,Sony Xperia,2020-06-21,Technical issue,Refund request,Low,Email,2023-06-01 20:08:42
4747,37,Other,Fitbit Versa Smartwatch,2020-04-04,Refund request,Hardware issue,High,Phone,2023-06-01 06:15:43
4749,24,Male,GoPro Action Camera,2020-08-06,Product inquiry,Network problem,Critical,Phone,2023-06-01 01:13:47
4752,62,Female,Xbox,2020-05-27,Cancellation request,Refund request,Medium,Email,2023-06-01 05:57:49
4753,19,Female,LG Smart TV,2021-04-02,Product inquiry,Product recommendation,Low,Phone,2023-06-01 22:59:51
4754,52,Male,Nikon D,2020-10-05,Refund request,Battery life,High,Social media,2023-06-01 17:52:53
4755,28,Male,Microsoft Office,2021-02-01,Technical issue,Product compatibility,High,Social media,2023-06-01 22:18:54
4756,20,Male,Bose QuietComfort,2021-03-22,Cancellation request,Account access,Medium,Email,2023-06-01 02:16:55
4760,23,Female,Microsoft Office,2021-11-23,Billing inquiry,Account access,Low,Email,2023-06-01 19:54:58
4761,59,Female,Sony Xperia,2020-03-25,Cancellation request,Refund request,High,Chat,2023-06-01 15:13:00
4762,27,Female,iPhone,2021-08-12,Billing inquiry,Account access,Medium,Social media,2023-06-01 11:15:01
4765,44,Other,HP Pavilion,2020-10-31,Cancellation request,Product compatibility,Low,Social media,2023-06-01 08:22:06
4766,61,Male,Fitbit Charge,2020-09-08,Refund request,Refund request,Medium,Chat,2023-06-01 09:00:06
4767,51,Other,Dell XPS,2021-10-06,Technical issue,Installation support,Low,Phone,2023-06-01 02:24:08
4768,51,Male,Adobe Photoshop,2020-07-01,Billing inquiry,Display issue,High,Email,2023-06-01 14:56:10
4770,51,Female,Dyson Vacuum Cleaner,2021-12-23,Product inquiry,Display issue,Low,Social media,2023-06-01 07:57:13
4771,49,Male,Adobe Photoshop,2021-01-24,Refund request,Payment issue,High,Phone,2023-06-01 05:58:14
4773,42,Male,PlayStation,2021-05-17,Technical issue,Installation support,Critical,Chat,2023-06-01 07:35:15
4774,49,Male,Adobe Photoshop,2021-09-06,Technical issue,Installation support,Critical,Phone,2023-06-01 05:40:17
4775,24,Male,Microsoft Office,2021-04-13,Cancellation request,Software bug,Medium,Email,2023-06-01 14:23:18
